id,filepath,sha256,bytes,label,kind,source,subclass,group_id,split,duration_s,sample_rate,channels,subtype,license
dat_a83903efe79d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-001.wav,0ea75afbf8975f6acf95f2928c5f9f1028690d77f50bcb6647ccfdc1f0c483e7,6622622,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-001,val,75.0859,44100,1,PCM_16,CC BY 4.0
dat_5fe4f2f6ba4d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-002.wav,7dfa13d4c3c7d6cea3e7ab81ac151bf2730f67cdccb543a0e83a613622d9278d,2543028,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-002,test,28.832,44100,1,PCM_16,CC BY 4.0
dat_9cc9075dfc3e,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-003.wav,f0fa9230766f6199a8eef131359e4cd481131ce43404c58908d0b243bcb1b9c0,3499012,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-003,train,39.6708,44100,1,PCM_16,CC BY 4.0
dat_ba165fefc170,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-004.wav,91ade80dec3c89add4114958ee593db1a23cb61651054954b01e9718d060a30c,8808160,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-004,test,99.8653,44100,1,PCM_16,CC BY 4.0
dat_07de7af5341a,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-005.wav,dd44b23fb6a6cf390b8207f2d0de4091b5cc3c1eb1b215a49512ee96528d5ba9,3748712,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-005,train,42.5019,44100,1,PCM_16,CC BY 4.0
dat_b01cc648454a,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-006.wav,6612dc623535a62fb775fb7e77acf3fb3afbc667bee2354d67a3ed1e28447c41,7648884,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-006,test,86.7215,44100,1,PCM_16,CC BY 4.0
dat_c2cc9bdb5c7d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-007.wav,c051f3605ce8167ec7fa4200d283c2dbf3069849b2452cf72facc475d76fae26,5041980,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-007,test,57.1648,44100,1,PCM_16,CC BY 4.0
dat_0207e6a3abe8,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-008.wav,6dd961084af7aecb116047a58a9d9ef0e0a38993a618fec36ec60240570545e3,2409342,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-008,test,27.3163,44100,1,PCM_16,CC BY 4.0
dat_778e4530dcb5,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-009.wav,197fd3cfc813dd5d8d7864af98696e74d1b19eb0a6957d2d9b0cf93db4ebbe4b,812778,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-009,train,9.2147,44100,1,PCM_16,CC BY 4.0
dat_2b6176a24b06,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-010.wav,31f41ef0daf7037c7e205f3f0428711f6baf06967b34ef08b51eb6801ae6c384,2719576,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-010,train,30.8337,44100,1,PCM_16,CC BY 4.0
dat_56ab08a70f17,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-011.wav,6454e9085214eb686157608edcf4f129d91a65da22a25cb041f9f03a367d980b,4673056,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-011,train,52.982,44100,1,PCM_16,CC BY 4.0
dat_e83069a4d2c6,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-012.wav,70ec9161eeed8ec5c7abf6ef885f816e75d5115d8c98654ae576af26f580faec,2297132,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-012,train,26.0441,44100,1,PCM_16,CC BY 4.0
dat_9d342783fbff,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-013.wav,669ec7d91d205e1a983f3f671828318bb66d7ee6ac023cd90144e32db67e51ad,3880844,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-013,val,44.0,44100,1,PCM_16,CC BY 4.0
dat_f2886b618bb5,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-014.wav,40ecb891142a83166c8f62c27d3abcd28b5035088a7a15c16f40090a4a153415,7947924,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-014,test,90.112,44100,1,PCM_16,CC BY 4.0
dat_f253ddd40cd4,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-015.wav,a714b01796b522759083faea378997ccec03e08a48de1ac1a9859e65edec318c,1650974,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-015,train,18.718,44100,1,PCM_16,CC BY 4.0
dat_eb55e6e4a94b,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-016.wav,3b5403d4517a72573db210af5f9f65b36a56014804883e06b84c7e6c7dd8963a,1650974,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-016,train,18.718,44100,1,PCM_16,CC BY 4.0
dat_041ad48eadfb,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-017.wav,dc91e196da2ab45099a95a97656f348b10389d39fd9321b90594065d913c2c15,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-017,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_c0b8d72929ed,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-018.wav,98535a1dadb275ec3c21c2a065cd172ed2a1e05a7934ed51d1aa56300880d5b9,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-018,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_dcebef078587,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-019.wav,19ffef68f96bcca9877755dcf0142555e1f92f536e718013edc4e140e2f042c5,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-019,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_0610809d1ef0,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-020.wav,44c10d58320ef0e5fa48727ee83988adfb9096d5d287d30a2bcc705fb568deb9,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-020,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_76fba7222141,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-021.wav,461449909798a98be75201bf2129c2bb4669ae85b10e60db110aac07eea46a0a,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-021,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_cfed1c38bc08,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-022.wav,330c9a834ffdb390e88fba2fabe7afde0a52972335b8f575c972a583b8241a04,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-022,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_f9c8341f96da,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-023.wav,d25e464920fa2def6e567f5280f8e945a9a398737bf44b6e5901d6c31fab4b53,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-023,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_83d4a1bde05a,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-024.wav,faae2502983e44886288ab7b40f00eade14a33d0adc2184f560fc09eef9b5da8,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-024,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_d5f03340e6a6,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-025.wav,18a94883ed7d5fbf5a177a91eccfa1df5ad249e5b60a7ad3ce38f7ba4334e363,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-025,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_97ad69840dec,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-026.wav,4b72cb34417fa24d7d50b300b5bdfb751f04e04ab83ffa75063527fb7b697bb9,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-026,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_62b1a4dd3fe7,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-027.wav,61236b4e85ebaab7401c6a313bb87934008ba070488620ad0993d17e8563cfd4,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-027,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_993f27b9cd4c,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-028.wav,39aee034c924992a1340c13aac4b571496bb8abf07240aff0b56a2cbe41d796a,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-028,test,59.3143,44100,1,PCM_16,CC BY 4.0
dat_f36c13350055,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-029.wav,0e1288109126054a085a48f4e7d0ea52e6047cad4fc8c69bb04ca63324582b6e,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-029,val,59.3143,44100,1,PCM_16,CC BY 4.0
dat_5cdc6ec7e856,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-030.wav,c537fc2cf691ef7bc766fc7e62f4bb356f1d83a5a25b6cc4c65fca4ed3df5fc1,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-030,val,59.3143,44100,1,PCM_16,CC BY 4.0
dat_41d94f66de3d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-031.wav,4454a44c03a58b1f8b482bc7d5622fddb08b7a057dc1cee0e58d7a58759238fc,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-031,val,59.3143,44100,1,PCM_16,CC BY 4.0
dat_a93ae71b51e2,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-032.wav,63f4033791e2b43c1407e61c2d82f6ebd3c10ab76e90bd79c7e6324566616973,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-032,val,59.3143,44100,1,PCM_16,CC BY 4.0
dat_1350dc299d7d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-033.wav,df54d93030300d2f677d0b700701cf65a038e388ed4a45289816f1b28e32704d,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-033,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_586a6385bae4,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-034.wav,729b89b3e6a34169ed7a77e9e897d4a0ff7b3041b890622bd49c342710cc070d,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-034,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_23be1294a452,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-035.wav,6f252b02f608786cea9a45bb0a582edfbd2dc3fdd6f3e4d6881056a904f58bc4,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-035,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_1784564c4e88,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-036.wav,bee26bcadf47658d25326e868a95f37b3d2ce251d3959a316be85a29664302a3,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-036,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_503007eecb94,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-037.wav,74d39ccf00e078df2797a462f3f6e2b0be90c8436718d3a57932e160ae4afd1e,5231600,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-037,train,59.3147,44100,1,PCM_16,CC BY 4.0
dat_6dffd043995f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-038.wav,ad4d26448c5b6f437788fbecfbaba556d3d63ca0a0821bef3022905fdf57472a,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-038,val,59.3143,44100,1,PCM_16,CC BY 4.0
dat_33cd2c5206e3,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-039.wav,99aca4ba6659ea6b0f33687588effcdf274af298c3f513d4eaaf89948399f92b,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-039,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_3a80c55e746a,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-040.wav,fc473dee1dee45157c5e1b0689bbdd645b803313fe623d4e129e9ec692df1a4a,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-040,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_4d7476ab46d6,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-041.wav,f64f12e63631e3d3bb04851bf0fb754c0435a118e7932d48d66a5422bf31221d,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-041,test,59.3143,44100,1,PCM_16,CC BY 4.0
dat_e3b29308c23c,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-042.wav,0ac2cf0b802ff34f1f37374b63c18ce0441de8f5e006f9914434669b07954358,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-042,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_31ce0225479e,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-043.wav,faf1c009dbe63dfcb85bc84b238cd087235c9be86083c7ef43fa3228191f3f04,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-043,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_684ef2352fd7,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-044.wav,dbb55a089ca1ef725f5cd010df622e636f82a05b64cf709ead53f78c91b70777,5231564,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-044,train,59.3143,44100,1,PCM_16,CC BY 4.0
dat_0a6c087d5742,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-045.wav,ebeb0670e07fb0e404ecee400ca1e0363676ad886ff4a66b8beb28be2e7a2080,5592358,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-045,train,63.4049,44100,1,PCM_16,CC BY 4.0
dat_6f79c68d814f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-046.wav,825818994e78be3d6d8085178f5c52dffcd04f452ee0540766cb73b5e2b3c08b,5592358,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-046,train,63.4049,44100,1,PCM_16,CC BY 4.0
dat_876381ae83d0,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-047.wav,b1bc291ac35125c651187baa2026b5cd0f4024018b6899ff8bead6a99943c28e,5592358,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-047,val,63.4049,44100,1,PCM_16,CC BY 4.0
dat_959816f8db86,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-048.wav,79a94cb80e49958d6cb3c2a1fefd7fff736f2729120d5385e3404013503c9629,2853762,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-048,train,32.3551,44100,1,PCM_16,CC BY 4.0
dat_2882ccd50250,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-049.wav,7cb82fcf72417b00c49b091ae8ff9a3bbbd5ec1815880265e017f267ce1b3ca6,2853762,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-049,val,32.3551,44100,1,PCM_16,CC BY 4.0
dat_39f947a8913f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-050.wav,aebbfacf5f1f0eb9343be7067c857175621e3404cd4e8a90aec8b347a10519da,2853764,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-050,train,32.3551,44100,1,PCM_16,CC BY 4.0
dat_c403c0010b9c,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-051.wav,31347d6864c87b6f48b3353e56a729369cc3d0d225a3a93e2c0dda713fca51b0,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-051,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_32bff73beeba,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-052.wav,720948a63e22c079f8efe6708d01db2909d10fd47b4b902bdcb6b477a8e79e5b,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-052,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_c8e4a788febb,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-053.wav,734fcc82c360c0694a96537a3890a70fa10b073556a7204fdf001a049a722b9c,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-053,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_3ef0320e98cb,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-054.wav,59ac5378407769b8641f7b61c5e2ec4949bdfe1e0dcb2a910494da31e977a893,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-054,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_981a17a6f5ee,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-055.wav,4bda0e20e4894a28063088b91498343fd781dfa2002bc17d23da275083c11fdf,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-055,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_c3482e726123,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-056.wav,a5d40ce841c39883f0a2e4f6a271e508428e70d536f7472fb2cdfcaeb7f9969d,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-056,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_fcfac0778f2b,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-057.wav,672764e4be79a2565b08ed46d454ccd24eba48c53fc75d811675ad927866cf4f,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-057,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_7b7844d1c859,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-058.wav,fbfe1f947679c54693144d36e147af93216cf5477464e2f9e1238db998f43789,3387090,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-058,train,38.4019,44100,1,PCM_16,CC BY 4.0
dat_9ab361b5178f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-059.wav,34b0b30e5ed3a5e806917079f97614df4549fe7564c39034a11b6c007830d5ca,3387094,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-059,test,38.4019,44100,1,PCM_16,CC BY 4.0
dat_4a7ab41cdd2e,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-060.wav,74c7be99e201b9100225c089994fd09e0296f9a9b901d602c3647e6ac87be906,1699340,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-060,val,19.2664,44100,1,PCM_16,CC BY 4.0
dat_5c5fc61ac169,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-061.wav,1e1277e14194568a1c52592bdfe54fd6ff19c73ee2be4e5b4d97039c90b7c9ea,1699340,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-061,train,19.2664,44100,1,PCM_16,CC BY 4.0
dat_7ef4955c8242,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-062.wav,99703a8e120e17535bc885104314706ac94fa5371ca0bbbce5aa069baf242b59,1699340,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-062,val,19.2664,44100,1,PCM_16,CC BY 4.0
dat_196d40d50e7f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-063.wav,538370ac3a910fd1f824deaa1daaa8b551e65f24df5ef7c44de47de47305e880,1703948,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-063,train,19.3186,44100,1,PCM_16,CC BY 4.0
dat_3f06e79e818f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-064.wav,579cc99646b5b80c7014144d80b92368bc98f2551905d2b7a652a56f59aa3f98,1703948,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-064,train,19.3186,44100,1,PCM_16,CC BY 4.0
dat_a32bdac87b8d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-065.wav,2d0de1e1d5617c45ce497a5c5dbe869e8aff43f79cc680bf47b591bc9e5aac04,1703948,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-065,train,19.3186,44100,1,PCM_16,CC BY 4.0
dat_0f1eb9c2d35c,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-066.wav,a6722227c89d27f6bee060c7f190a8edffc16bfd12aaed7373d06d12b3ead643,1703948,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-066,train,19.3186,44100,1,PCM_16,CC BY 4.0
dat_95709c4e45a9,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-067.wav,f68e208457fff22da25fd8123861f964f183d6b9393db98962762ef64b779990,826124,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-067,train,9.366,44100,1,PCM_16,CC BY 4.0
dat_282f4805fb5d,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-068.wav,c0a0efb70246f4d846ccea926d1bcb6c87434f050d66979123516b4bc431e1fa,4147526,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-068,train,47.0236,44100,1,PCM_16,CC BY 4.0
dat_f5ce72b9c36f,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-069.wav,5af7e962638043fb40f916642e660fce90b0047b45303a426aa6c9bcdad0879f,3479764,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-069,train,39.4526,44100,1,PCM_16,CC BY 4.0
dat_5df72aff4ccb,dataset/datasec/PT_DATASET_250314/Lawn mower brush cutter and olive shaker/Lawn mower brush cutter and olive shaker-070.wav,765b7174ac9059eb8c40672fd4da0254b56b9ede13456f11fffebe7345041293,1225372,negative,loud_event,datasec,Lawn mower brush cutter and olive shaker,datasec_Lawn mower brush cutter and olive shaker-070,train,13.8926,44100,1,PCM_16,CC BY 4.0
